melody,note,pitch,ic,predicted_pitch,correct_pitch
hymn_025_b,2,70,2.0934854,72,False
hymn_025_b,3,68,1.7873871,68,True
hymn_025_b,4,67,1.9450736,68,False
hymn_025_b,5,65,2.1279297,68,False
hymn_025_b,6,63,1.1087002,63,True
hymn_025_b,7,63,1.1646233,63,True
hymn_025_b,8,75,5.7971697,63,False
hymn_025_b,9,74,3.871281,75,False
hymn_025_b,10,72,0.5894313,72,True
hymn_025_b,11,74,5.707803,70,False
hymn_025_b,12,72,2.8572028,75,False
hymn_025_b,13,72,3.9517055,70,False
hymn_025_b,14,70,0.8688081,70,True
hymn_025_b,15,70,1.7752174,70,True
hymn_025_b,16,63,5.558093,70,False
hymn_025_b,17,70,3.6868548,67,False
hymn_025_b,18,70,1.732552,70,True
hymn_025_b,19,68,4.0942445,70,False
hymn_025_b,20,67,0.6714894,67,True
hymn_025_b,21,65,1.5560389,65,True
hymn_025_b,22,63,1.384403,63,True
hymn_025_b,23,63,1.5041589,63,True
hymn_025_b,24,75,5.6657295,63,False
hymn_025_b,25,74,3.6464803,75,False
hymn_025_b,26,72,0.5894313,72,True
hymn_025_b,27,74,5.707803,70,False
hymn_025_b,28,72,2.8572028,75,False
hymn_025_b,29,72,3.9517055,70,False
hymn_025_b,30,70,0.8688081,70,True
hymn_025_b,31,70,1.7752174,70,True
hymn_025_b,32,70,1.985179,70,True
hymn_025_b,33,70,1.7513579,70,True
hymn_025_b,34,72,2.38438,70,False
hymn_025_b,35,72,1.7262868,72,True
hymn_025_b,36,74,2.6045249,72,False
hymn_025_b,37,74,2.1250403,72,False
hymn_025_b,38,75,4.0218587,72,False
hymn_025_b,39,75,3.2610886,77,False
hymn_025_b,40,70,4.219986,74,False
hymn_025_b,41,70,1.8624651,70,True
hymn_025_b,42,68,4.3268604,70,False
hymn_025_b,43,67,0.5855492,67,True
hymn_025_b,44,65,1.7314285,65,True
hymn_025_b,45,65,3.218159,63,False
hymn_025_b,46,63,2.1480846,63,True
hymn_025_b,47,63,1.2641618,63,True
hymn_039_b,1,66,4.546442,67,False
hymn_039_b,2,69,1.3771634,69,True
hymn_039_b,3,69,1.6544174,69,True
hymn_039_b,4,71,2.4125605,69,False
hymn_039_b,5,73,3.639632,69,False
hymn_039_b,6,74,1.2177345,74,True
hymn_039_b,7,74,2.8573537,76,False
hymn_039_b,8,73,2.2191606,73,True
hymn_039_b,9,74,3.779429,71,False
hymn_039_b,10,76,2.2467134,76,True
hymn_039_b,11,73,1.9921559,74,False
hymn_039_b,12,71,1.4857827,71,True
hymn_039_b,13,71,2.2399836,69,False
hymn_039_b,14,69,1.6065166,69,True
hymn_039_b,15,69,1.925921,69,True
hymn_039_b,16,66,3.7365432,69,False
hymn_039_b,17,67,5.047608,69,False
hymn_039_b,18,69,1.5861294,69,True
hymn_039_b,19,69,3.0458264,71,False
hymn_039_b,20,64,4.6986275,71,False
hymn_039_b,21,66,1.7930604,66,True
hymn_039_b,22,67,0.5952148,67,True
hymn_039_b,23,67,2.5433815,69,False
hymn_039_b,24,66,2.3294249,69,False
hymn_039_b,25,67,2.064211,64,False
hymn_039_b,26,69,0.71016926,69,True
hymn_039_b,27,66,2.6211016,71,False
hymn_039_b,28,64,2.5949314,67,False
hymn_039_b,29,64,2.6016526,62,False
hymn_039_b,30,62,1.4673678,62,True
hymn_039_b,31,62,2.02413,62,True
hymn_047_b,1,69,3.1519005,65,False
hymn_047_b,2,72,1.1221235,72,True
hymn_047_b,3,72,1.4129812,72,True
hymn_047_b,4,70,2.3347304,72,False
hymn_047_b,5,74,5.0146203,69,False
hymn_047_b,6,74,3.1355486,72,False
hymn_047_b,7,72,0.6384335,72,True
hymn_047_b,8,69,3.3570843,70,False
hymn_047_b,9,71,8.522095,72,False
hymn_047_b,10,72,0.45427707,72,True
hymn_047_b,11,72,2.3202267,74,False
hymn_047_b,12,74,2.2134492,72,False
hymn_047_b,13,74,2.2473,72,False
hymn_047_b,14,72,1.2551826,72,True
hymn_047_b,15,72,3.3013723,71,False
hymn_047_b,16,72,2.4729218,71,False
hymn_047_b,17,70,8.8248205,71,False
hymn_047_b,18,69,1.1198361,69,True
hymn_047_b,19,72,2.764215,67,False
hymn_047_b,20,70,2.4490833,72,False
hymn_047_b,21,69,0.8410714,69,True
hymn_047_b,22,67,1.3329937,67,True
hymn_047_b,23,65,1.2884274,65,True
hymn_047_b,24,67,2.4892418,65,False
hymn_047_b,25,69,1.4772799,69,True
hymn_047_b,26,70,1.222363,70,True
hymn_047_b,27,69,2.4651916,72,False
hymn_047_b,28,67,0.8763075,67,True
hymn_047_b,29,67,2.7057443,65,False
hymn_047_b,30,65,1.1987927,65,True
hymn_047_b,31,65,1.4985242,65,True
hymn_054_b,1,67,4.4055862,71,False
hymn_054_b,2,62,4.3344684,67,False
hymn_054_b,3,62,2.5693889,67,False
hymn_054_b,4,62,2.328202,67,False
hymn_054_b,5,67,1.3023273,67,True
hymn_054_b,6,67,1.1542916,67,True
hymn_054_b,7,66,3.5694263,67,False
hymn_054_b,8,67,1.3262105,67,True
hymn_054_b,9,71,1.9322758,69,False
hymn_054_b,10,64,7.8607564,71,False
hymn_054_b,11,67,3.3041344,62,False
hymn_054_b,12,72,4.5855374,67,False
hymn_054_b,13,71,1.1803561,71,True
hymn_054_b,14,71,2.7553673,69,False
hymn_054_b,15,69,0.78751606,69,True
hymn_054_b,16,67,1.2746276,67,True
hymn_054_b,17,72,5.029535,66,False
hymn_054_b,18,72,2.3133492,71,False
hymn_054_b,19,71,1.2342532,71,True
hymn_054_b,20,69,1.0057164,69,True
hymn_054_b,21,76,6.8113627,67,False
hymn_054_b,22,76,2.202325,74,False
hymn_054_b,23,74,0.9990697,74,True
hymn_054_b,24,74,2.1759276,72,False
hymn_054_b,25,72,1.4139943,72,True
hymn_054_b,26,71,0.65566885,71,True
hymn_054_b,27,67,3.8111253,69,False
hymn_054_b,28,67,2.3523593,71,False
hymn_054_b,29,66,5.13165,69,False
hymn_054_b,30,67,1.2865396,67,True
hymn_054_b,31,67,3.5831318,69,False
hymn_073_b,1,67,2.0265858,63,False
hymn_073_b,2,70,1.248282,70,True
hymn_073_b,3,70,1.9256037,70,True
hymn_073_b,4,68,2.0302138,68,True
hymn_073_b,5,70,3.1158462,67,False
hymn_073_b,6,67,2.8578906,72,False
hymn_073_b,7,67,2.3730567,68,False
hymn_073_b,8,75,4.7456737,68,False
hymn_073_b,9,75,1.5215906,75,True
hymn_073_b,10,74,2.5832973,75,False
hymn_073_b,11,74,2.9401329,72,False
hymn_073_b,12,72,1.285877,72,True
hymn_073_b,13,72,2.302513,70,False
hymn_073_b,14,70,0.96550727,70,True
hymn_073_b,15,70,1.9494222,70,True
hymn_073_b,16,70,1.8439394,70,True
hymn_073_b,17,74,4.1981483,70,False
hymn_073_b,18,75,3.5583076,72,False
hymn_073_b,19,70,5.5037336,77,False
hymn_073_b,20,72,2.9034028,70,False
hymn_073_b,21,70,1.3244196,70,True
hymn_073_b,22,67,3.4595559,69,False
hymn_073_b,23,67,2.8470657,70,False
hymn_073_b,24,70,1.5943668,70,True
hymn_073_b,25,70,1.7145652,70,True
hymn_073_b,26,68,3.105369,70,False
hymn_073_b,27,67,0.5892799,67,True
hymn_073_b,28,65,1.4008744,65,True
hymn_073_b,29,65,2.9277582,63,False
hymn_073_b,30,63,2.0297203,63,True
hymn_073_b,31,63,1.440433,63,True
hymn_081_b,1,74,3.382325,71,False
hymn_081_b,2,69,4.3544044,71,False
hymn_081_b,3,71,1.1530142,71,True
hymn_081_b,4,67,4.77491,74,False
hymn_081_b,5,64,4.3124957,69,False
hymn_081_b,6,62,1.6578995,62,True
hymn_081_b,7,62,2.9999547,64,False
hymn_081_b,8,64,2.3971725,67,False
hymn_081_b,9,67,2.059273,62,False
hymn_081_b,10,69,1.255158,69,True
hymn_081_b,11,71,1.2961135,71,True
hymn_081_b,12,69,1.601411,69,True
hymn_081_b,13,69,3.4718463,67,False
hymn_081_b,14,69,2.5723443,67,False
hymn_081_b,15,69,2.6089134,67,False
hymn_081_b,16,71,2.324604,67,False
hymn_081_b,17,74,2.1258903,69,False
hymn_081_b,18,69,2.3794897,71,False
hymn_081_b,19,71,1.4276047,71,True
hymn_081_b,20,67,4.417458,69,False
hymn_081_b,21,64,3.1846192,69,False
hymn_081_b,22,62,1.1018993,62,True
hymn_081_b,23,62,3.1333637,64,False
hymn_081_b,24,64,2.1229537,67,False
hymn_081_b,25,67,1.7044519,67,True
hymn_081_b,26,69,1.255158,69,True
hymn_081_b,27,71,1.2961135,71,True
hymn_081_b,28,69,1.601411,69,True
hymn_081_b,29,69,3.4718463,67,False
hymn_081_b,30,67,1.4197148,67,True
hymn_081_b,31,67,2.897528,64,False
hymn_081_b,32,64,2.4938898,69,False
hymn_081_b,33,67,2.2049844,62,False
hymn_081_b,34,62,4.499367,69,False
hymn_081_b,35,62,2.6614976,64,False
hymn_081_b,36,67,1.5939803,67,True
hymn_081_b,37,69,2.1688356,67,False
hymn_081_b,38,71,2.069646,67,False
hymn_081_b,39,71,2.8494282,69,False
hymn_081_b,40,71,2.1008563,69,False
hymn_081_b,41,72,4.605793,69,False
hymn_081_b,42,71,1.4752458,71,True
hymn_081_b,43,67,4.14911,69,False
hymn_081_b,44,66,4.5185943,67,False
hymn_081_b,45,66,3.727963,67,False
hymn_081_b,46,64,2.7624238,67,False
hymn_081_b,47,64,2.3581743,62,False
hymn_081_b,48,67,4.2008247,64,False
hymn_081_b,49,67,1.9386789,66,False
hymn_081_b,50,69,2.7670412,66,False
hymn_081_b,51,69,2.411447,71,False
hymn_081_b,52,71,1.6979729,71,True
hymn_081_b,53,71,2.5970812,69,False
hymn_081_b,54,72,4.408362,69,False
hymn_081_b,55,72,3.6860807,71,False
hymn_081_b,56,69,2.1628664,71,False
hymn_081_b,57,74,3.821239,67,False
hymn_081_b,58,67,4.06296,72,False
hymn_081_b,59,72,3.892142,67,False
hymn_081_b,60,69,2.641463,71,False
hymn_081_b,61,69,2.4298003,71,False
hymn_081_b,62,67,2.1816044,67,True
hymn_081_b,63,67,2.359851,69,False
hymn_092_b,1,69,1.2729349,69,True
hymn_092_b,2,62,7.1818314,69,False
hymn_092_b,3,64,2.7139099,62,False
hymn_092_b,4,65,2.264645,66,False
hymn_092_b,5,67,0.9123711,67,True
hymn_092_b,6,69,1.2186629,69,True
hymn_092_b,7,69,2.1373744,69,True
hymn_092_b,8,69,1.8467225,69,True
hymn_092_b,9,69,1.4789695,69,True
hymn_092_b,10,72,3.574522,69,False
hymn_092_b,11,72,2.1997237,69,False
hymn_092_b,12,71,3.4437554,72,False
hymn_092_b,13,71,1.8345773,69,False
hymn_092_b,14,69,1.4571652,69,True
hymn_092_b,15,69,2.2634447,67,False
hymn_092_b,16,69,1.8276906,67,False
hymn_092_b,17,69,1.6075726,69,True
hymn_092_b,18,70,7.9978867,69,False
hymn_092_b,19,70,5.4457116,72,False
hymn_092_b,20,67,3.657677,72,False
hymn_092_b,21,67,2.1235332,69,False
hymn_092_b,22,69,1.8476926,67,False
hymn_092_b,23,69,1.7139013,69,True
hymn_092_b,24,69,1.6431632,69,True
hymn_092_b,25,69,1.4130843,69,True
hymn_092_b,26,67,2.134865,69,False
hymn_092_b,27,65,1.8473591,65,True
hymn_092_b,28,64,2.4561982,65,False
hymn_092_b,29,64,3.217531,62,False
hymn_092_b,30,62,1.4401529,62,True
hymn_092_b,31,62,2.6842666,60,False
hymn_119_b,1,69,3.3395567,67,False
hymn_119_b,2,71,0.77255887,71,True
hymn_119_b,3,74,3.8253815,72,False
hymn_119_b,4,72,2.194178,74,False
hymn_119_b,5,71,0.4888537,71,True
hymn_119_b,6,69,0.8830626,69,True
hymn_119_b,7,69,3.721844,67,False
hymn_119_b,8,71,2.5037136,67,False
hymn_119_b,9,69,2.158192,72,False
hymn_119_b,10,67,0.78447294,67,True
hymn_119_b,11,69,1.9724485,69,True
hymn_119_b,12,67,2.3953123,71,False
hymn_119_b,13,66,1.9976122,66,True
hymn_119_b,14,67,1.5999203,64,False
hymn_119_b,15,67,3.0466757,69,False
hymn_119_b,16,66,3.5257237,67,False
hymn_119_b,17,67,1.6682605,64,False
hymn_119_b,18,69,1.0042745,69,True
hymn_119_b,19,69,2.5971298,67,False
hymn_119_b,20,67,1.7957944,67,True
hymn_119_b,21,66,1.5427872,66,True
hymn_119_b,22,64,2.039283,67,False
hymn_119_b,23,64,2.3346257,62,False
hymn_119_b,24,66,3.0630078,64,False
hymn_119_b,25,67,0.85466236,67,True
hymn_119_b,26,69,1.436284,69,True
hymn_119_b,27,71,2.0848773,67,False
hymn_119_b,28,72,2.8507397,69,False
hymn_119_b,29,71,1.6178019,71,True
hymn_119_b,30,69,0.6190902,69,True
hymn_119_b,31,69,3.2607405,67,False
hymn_119_b,32,67,1.4249526,67,True
hymn_119_b,33,69,2.3925958,66,False
hymn_119_b,34,71,0.95604575,71,True
hymn_119_b,35,74,3.534,72,False
hymn_119_b,36,72,1.5577694,72,True
hymn_119_b,37,71,0.32768375,71,True
hymn_119_b,38,69,0.84717286,69,True
hymn_119_b,39,69,3.4056146,67,False
hymn_119_b,40,71,2.572261,67,False
hymn_119_b,41,69,2.1282587,72,False
hymn_119_b,42,67,0.7845378,67,True
hymn_119_b,43,69,1.9721893,69,True
hymn_119_b,44,67,2.395057,71,False
hymn_119_b,45,66,1.9978043,66,True
hymn_119_b,46,67,1.6000232,64,False
hymn_119_b,47,67,3.046676,69,False
hymn_124a_b,1,65,2.9056337,63,False
hymn_124a_b,2,67,1.0524155,67,True
hymn_124a_b,3,65,3.1265867,68,False
hymn_124a_b,4,67,2.8871567,63,False
hymn_124a_b,5,68,1.1459149,68,True
hymn_124a_b,6,70,1.6502295,70,True
hymn_124a_b,7,67,2.466085,72,False
hymn_124a_b,8,72,4.690097,65,False
hymn_124a_b,9,70,1.445362,70,True
hymn_124a_b,10,68,0.8148994,68,True
hymn_124a_b,11,67,0.56892836,67,True
hymn_124a_b,12,65,1.4824651,65,True
hymn_124a_b,13,65,2.4914882,63,False
hymn_124a_b,14,67,2.18809,67,True
hymn_124a_b,15,67,3.1314666,68,False
hymn_124a_b,16,70,3.079724,68,False
hymn_124a_b,17,70,1.7187865,70,True
hymn_124a_b,18,70,2.1805162,68,False
hymn_124a_b,19,65,5.8192835,68,False
hymn_124a_b,20,67,1.5786438,67,True
hymn_124a_b,21,68,4.9596376,65,False
hymn_124a_b,22,67,1.4317964,67,True
hymn_124a_b,23,65,1.479311,65,True
hymn_124a_b,24,63,1.4675877,63,True
hymn_124a_b,25,65,2.379173,63,False
hymn_124a_b,26,67,0.9474114,67,True
hymn_124a_b,27,68,0.7717228,68,True
hymn_124a_b,28,67,2.065404,70,False
hymn_124a_b,29,65,1.376314,65,True
hymn_124a_b,30,63,1.0618436,63,True
hymn_124a_b,31,63,1.8544909,63,True
hymn_127_b,1,62,2.3024313,67,False
hymn_127_b,2,64,4.167961,67,False
hymn_127_b,3,66,1.0712208,66,True
hymn_127_b,4,67,0.50966823,67,True
hymn_127_b,5,67,3.0107422,69,False
hymn_127_b,6,66,3.4057415,69,False
hymn_127_b,7,66,3.6308675,64,False
hymn_127_b,8,62,2.360873,64,False
hymn_127_b,9,62,2.2058983,64,False
hymn_127_b,10,64,2.969411,62,False
hymn_127_b,11,66,0.79089534,66,True
hymn_127_b,12,64,5.89561,67,False
hymn_127_b,13,64,2.9330962,62,False
hymn_127_b,14,62,1.4621336,62,True
hymn_127_b,15,62,1.9957966,62,True
hymn_127_b,16,62,1.7585605,62,True
hymn_127_b,17,66,3.2132213,62,False
hymn_127_b,18,69,2.3224235,64,False
hymn_127_b,19,69,2.1152136,69,True
hymn_127_b,20,71,2.2176821,69,False
hymn_127_b,21,71,2.7618132,69,False
hymn_127_b,22,69,1.312185,69,True
hymn_127_b,23,69,2.115079,67,False
hymn_127_b,24,62,4.0767627,67,False
hymn_127_b,25,66,1.9671004,66,True
hymn_127_b,26,69,1.177164,69,True
hymn_127_b,27,69,1.9003482,71,False
hymn_127_b,28,71,2.0068336,69,False
hymn_127_b,29,71,2.6005118,69,False
hymn_127_b,30,69,1.3278463,69,True
hymn_127_b,31,69,1.9391003,69,True
hymn_127_b,32,62,5.37442,69,False
hymn_127_b,33,62,2.5354412,66,False
hymn_127_b,34,64,3.2405903,62,False
hymn_127_b,35,66,0.76358634,66,True
hymn_127_b,36,67,2.2159894,69,False
hymn_127_b,37,67,2.504371,69,False
hymn_127_b,38,66,3.8446,69,False
hymn_127_b,39,66,3.691991,64,False
hymn_127_b,40,62,2.939655,64,False
hymn_127_b,41,64,1.4273834,64,True
hymn_127_b,42,66,1.3126677,66,True
hymn_127_b,43,64,5.640811,67,False
hymn_127_b,44,62,0.78859144,62,True
hymn_127_b,45,61,2.6004858,62,False
hymn_127_b,46,62,1.3723532,62,True
hymn_127_b,47,62,2.0323653,64,False
hymn_161_b,1,67,4.219459,68,False
hymn_161_b,2,68,1.1353472,68,True
hymn_161_b,3,72,3.5290918,70,False
hymn_161_b,4,70,1.76759,70,True
hymn_161_b,5,68,0.95073175,68,True
hymn_161_b,6,68,2.2414768,67,False
hymn_161_b,7,67,1.3497624,67,True
hymn_161_b,8,65,2.5653348,68,False
hymn_161_b,9,70,3.516943,63,False
hymn_161_b,10,63,5.2036223,68,False
hymn_161_b,11,68,3.0818422,63,False
hymn_161_b,12,65,3.5791042,67,False
hymn_161_b,13,65,2.577555,63,False
hymn_161_b,14,63,1.9213105,63,True
hymn_161_b,15,63,1.467251,63,True
hymn_161_b,16,63,1.3946639,63,True
hymn_161_b,17,68,4.834728,63,False
hymn_161_b,18,68,1.7797322,68,True
hymn_161_b,19,67,3.4191148,68,False
hymn_161_b,20,70,3.0669851,68,False
hymn_161_b,21,72,3.3970845,68,False
hymn_161_b,22,73,4.0371985,70,False
hymn_161_b,23,72,0.8750191,72,True
hymn_161_b,24,72,3.123979,70,False
hymn_161_b,25,75,3.6777215,70,False
hymn_161_b,26,75,2.1808896,75,True
hymn_161_b,27,73,2.9507701,75,False
hymn_161_b,28,72,0.8333283,72,True
hymn_161_b,29,70,1.3960681,70,True
hymn_161_b,30,68,1.1952896,68,True
hymn_161_b,31,68,1.4384441,68,True
hymn_163_b,1,66,4.2005973,69,False
hymn_163_b,2,71,3.712359,64,False
hymn_163_b,3,69,0.59552544,69,True
hymn_163_b,4,67,2.5667562,66,False
hymn_163_b,5,67,3.0374393,66,False
hymn_163_b,6,66,1.2746544,66,True
hymn_163_b,7,66,3.0196562,64,False
hymn_163_b,8,74,6.0046225,64,False
hymn_163_b,9,73,3.388183,74,False
hymn_163_b,10,74,2.1900706,71,False
hymn_163_b,11,69,3.06433,73,False
hymn_163_b,12,67,2.0890844,67,True
hymn_163_b,13,66,1.0425396,66,True
hymn_163_b,14,64,2.1124375,67,False
hymn_163_b,15,64,2.878247,62,False
hymn_163_b,16,69,2.9029942,62,False
hymn_163_b,17,74,3.047731,69,False
hymn_163_b,18,73,1.6351588,73,True
hymn_163_b,19,71,1.0209274,71,True
hymn_163_b,20,69,0.62408066,69,True
hymn_163_b,21,68,3.4518287,67,False
hymn_163_b,22,69,2.1364608,66,False
hymn_163_b,23,69,2.5730083,71,False
hymn_163_b,24,66,3.6842203,71,False
hymn_163_b,25,66,2.8072448,64,False
hymn_163_b,26,64,1.9133179,64,True
hymn_163_b,27,64,1.8371145,64,True
hymn_163_b,28,62,4.30617,64,False
hymn_163_b,29,62,4.0812984,61,False
hymn_190_b,1,67,0.89869785,67,True
hymn_190_b,2,67,0.9868554,67,True
hymn_190_b,3,67,0.901769,67,True
hymn_190_b,4,69,2.763732,67,False
hymn_190_b,5,71,1.3095188,71,True
hymn_190_b,6,72,1.4062604,72,True
hymn_190_b,7,71,2.6264234,74,False
hymn_190_b,8,71,2.7813308,69,False
hymn_190_b,9,71,2.0601394,69,False
hymn_190_b,10,69,1.465734,69,True
hymn_190_b,11,67,1.6258558,67,True
hymn_190_b,12,66,2.6943903,69,False
hymn_190_b,13,64,1.855664,67,False
hymn_190_b,14,62,1.5034277,62,True
hymn_190_b,15,62,2.249037,62,True
hymn_190_b,16,67,1.732319,67,True
hymn_190_b,17,67,1.460486,67,True
hymn_190_b,18,67,1.4039416,67,True
hymn_190_b,19,67,1.3872966,67,True
hymn_190_b,20,69,2.5230455,67,False
hymn_190_b,21,71,1.312316,71,True
hymn_190_b,22,72,2.3443668,71,False
hymn_190_b,23,71,1.8726876,74,False
hymn_190_b,24,71,2.8582337,69,False
hymn_190_b,25,71,2.258306,69,False
hymn_190_b,26,69,1.465734,69,True
hymn_190_b,27,67,1.6258558,67,True
hymn_190_b,28,66,2.6943903,69,False
hymn_190_b,29,64,1.855664,67,False
hymn_190_b,30,62,1.5034277,62,True
hymn_190_b,31,62,2.249037,62,True
hymn_190_b,32,66,3.8147538,67,False
hymn_190_b,33,66,3.2898827,69,False
hymn_190_b,34,71,4.871206,69,False
hymn_190_b,35,66,5.45611,69,False
hymn_190_b,36,66,3.9006376,64,False
hymn_190_b,37,67,1.7668755,67,True
hymn_190_b,38,69,2.1594412,69,True
hymn_190_b,39,67,2.918482,71,False
hymn_190_b,40,72,7.5010395,66,False
hymn_190_b,41,72,3.797259,71,False
hymn_190_b,42,71,0.93367493,71,True
hymn_190_b,43,69,1.344103,69,True
hymn_190_b,44,67,0.7345662,67,True
hymn_190_b,45,66,2.0074027,66,True
hymn_190_b,46,67,1.1787093,67,True
hymn_190_b,47,67,2.3061156,69,False
hymn_213_b,1,70,3.6035407,63,False
hymn_213_b,2,67,2.3899415,72,False
hymn_213_b,3,68,2.385917,70,False
hymn_213_b,4,70,1.6009105,70,True
hymn_213_b,5,72,1.6547407,72,True
hymn_213_b,6,70,1.7664233,68,False
hymn_213_b,7,70,2.589978,68,False
hymn_213_b,8,75,4.3684487,68,False
hymn_213_b,9,72,2.542973,70,False
hymn_213_b,10,74,6.982416,70,False
hymn_213_b,11,75,1.6756748,75,True
hymn_213_b,12,74,2.0684133,77,False
hymn_213_b,13,72,0.7074461,72,True
hymn_213_b,14,70,0.50794274,70,True
hymn_213_b,15,70,2.541897,69,False
hymn_213_b,16,67,3.8255906,70,False
hymn_213_b,17,68,4.4384904,70,False
hymn_213_b,18,70,1.8945291,70,True
hymn_213_b,19,72,1.4838171,72,True
hymn_213_b,20,68,3.8122928,70,False
hymn_213_b,21,67,1.4998188,67,True
hymn_213_b,22,65,1.8138555,65,True
hymn_213_b,23,65,2.794059,63,False
hymn_213_b,24,70,3.0415761,68,False
hymn_213_b,25,65,5.4410434,68,False
hymn_213_b,26,67,1.6398507,67,True
hymn_213_b,27,68,0.80553436,68,True
hymn_213_b,28,67,2.169943,70,False
hymn_213_b,29,65,1.3290123,65,True
hymn_213_b,30,63,1.6963706,63,True
hymn_213_b,31,63,1.8543122,63,True
hymn_233_b,1,73,3.186789,68,False
hymn_233_b,2,72,5.9383717,73,False
hymn_233_b,3,70,3.9089277,73,False
hymn_233_b,4,68,0.82989067,68,True
hymn_233_b,5,70,2.9361777,68,False
hymn_233_b,6,63,5.421455,68,False
hymn_233_b,7,63,2.6494958,68,False
hymn_233_b,8,65,4.1563296,68,False
hymn_233_b,9,67,2.290404,68,False
hymn_233_b,10,68,0.5619153,68,True
hymn_233_b,11,65,3.9928284,70,False
hymn_233_b,12,70,2.794535,63,False
hymn_233_b,13,68,1.5748318,68,True
hymn_233_b,14,68,2.7607713,67,False
hymn_233_b,15,67,1.7302765,67,True
hymn_233_b,16,68,1.658973,68,True
hymn_233_b,17,75,5.5031176,70,False
hymn_233_b,18,73,5.023763,72,False
hymn_233_b,19,72,1.0214314,72,True
hymn_233_b,20,70,1.4956385,70,True
hymn_233_b,21,68,0.95509684,68,True
hymn_233_b,22,68,1.7469583,67,False
hymn_233_b,23,67,1.8918797,68,False
hymn_233_b,24,68,1.0100341,68,True
hymn_233_b,25,63,6.202979,70,False
hymn_233_b,26,65,3.3951898,68,False
hymn_233_b,27,61,8.937555,67,False
hymn_233_b,28,68,2.9735334,63,False
hymn_233_b,29,68,1.8916017,67,False
hymn_233_b,30,68,0.892334,68,True
hymn_233_b,31,68,0.99174154,68,True
hymn_267_b,1,68,9.056473,67,False
hymn_267_b,2,70,1.8081498,70,True
